	GSM4253927	GSM4253928	GSM4253929	GSM4253930	GSM4253931	GSM4253932	GSM4253933	GSM4253934	GSM4253935	GSM4253936	GSM4253937	GSM4253938	GSM4253939	GSM4253940	GSM4253941	GSM4253942	GSM4253943	GSM4253944
ENSG00000283252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283260	0	3	0	0	0	0	4	9	0	0	0	0	0	0	0	1	0	0
ENSG00000283262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ENSG00000283269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283276	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	1	9
ENSG00000283283	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283294	0	0	3	14	2	0	0	31	0	1	0	4	5	21	14	0	0	0
ENSG00000283300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283312	0	1	0	0	0	0	4	0	0	0	0	0	0	15	0	0	0	0
ENSG00000283313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283315	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	4	0	0
ENSG00000283318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283352	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283375	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0
ENSG00000283376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283390	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283392	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
ENSG00000283393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283417	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283445	0	0	8	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000283446	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283458	3	0	15	0	0	0	3	0	0	1	0	4	0	0	0	0	27	6
ENSG00000283459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283462	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0
ENSG00000283464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283483	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283511	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283515	1	0	0	1	8	8	11	0	9	0	14	13	17	15	0	2	14	0
ENSG00000283517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283529	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283537	13	11	3	12	18	0	11	0	6	6	7	65	6	3	27	20	34	0
ENSG00000283538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283541	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283544	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	1	9
ENSG00000283545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283549	0	0	0	0	0	2	0	0	0	0	0	0	5	0	0	0	0	0
ENSG00000283555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283559	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283633	96	72	115	130	6	7	15	87	55	75	76	68	98	39	21	70	48	86
ENSG00000283635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283653	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283663	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ENSG00000283666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283667	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283674	8	0	10	10	24	0	21	29	4	5	25	59	0	17	22	5	0	0
ENSG00000283675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283696	0	0	0	0	0	1	0	0	18	0	0	0	0	0	0	6	0	0
ENSG00000283704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283738	68	0	96	4	22	0	40	12	0	0	0	40	8	0	76	42	36	22
ENSG00000283742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283757	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283761	4	0	47	42	3	48	83	37	78	0	0	9	0	17	27	59	35	77
ENSG00000283763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283765	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283782	67	36	122	0	0	41	85	66	75	0	0	55	14	16	13	180	4	0
ENSG00000283784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283809	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	27
ENSG00000283810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283820	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283826	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283830	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283843	1	0	0	0	0	20	4	0	0	0	0	2	0	0	0	0	0	0
ENSG00000283849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283855	2	0	0	0	10	0	0	0	0	0	0	0	0	4	0	0	0	0
ENSG00000283864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283895	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ENSG00000283896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283897	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ENSG00000283898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283907	7384	11619	2172	6291	13447	17736	12070	7431	10949	10739	13667	2746	11065	15657	13179	8164	8176	10697
ENSG00000283910	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283913	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0
ENSG00000283914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283917	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283959	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0
ENSG00000283962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283963	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ENSG00000283977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283984	108	20	0	30	64	164	106	0	52	0	70	30	48	40	42	90	12	62
ENSG00000283989	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283991	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000283999	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284024	59	13	39	17	25	36	33	1	16	15	47	50	53	48	49	29	10	22
ENSG00000284025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284033	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284036	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284052	0	0	0	0	0	0	7	0	2	0	0	2	0	0	0	0	0	0
ENSG00000284053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284060	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ENSG00000284066	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284070	0	0	0	0	0	0	0	0	0	0	0	0	8	15	0	0	0	0
ENSG00000284071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284099	0	0	30	0	22	14	50	0	0	2	0	0	34	0	58	0	0	50
ENSG00000284101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284106	39	12	15	4	0	0	8	0	6	4	77	0	77	1	18	16	28	1
ENSG00000284113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284116	0	0	0	0	0	2	8	0	0	0	0	0	10	0	0	0	4	0
ENSG00000284124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284151	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284189	0	0	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ENSG00000284196	6	0	0	0	0	0	0	0	0	0	0	0	0	8	9	0	9	0
ENSG00000284199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284218	0	0	2	0	0	0	0	0	0	12	0	0	0	0	0	0	0	28
ENSG00000284221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284222	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ENSG00000284225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284230	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284287	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284292	0	0	11	0	0	0	37	0	0	26	0	0	0	0	7	19	28	0
ENSG00000284294	0	0	11	21	0	0	0	0	30	0	0	7	14	12	0	10	3	6
ENSG00000284296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284299	0	0	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0
ENSG00000284300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000284319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
