	GSM4072022
Ifnlr1	98
Ifnz	3
Ifrd1	3773
Ifrd2	656
Ift122	393
Ift140	664
Ift172	1331
Ift20	644
Ift22	233
Ift27	168
Ift43	149
Ift46	679
Ift52	482
Ift57	218
Ift74	154
Ift80	983
Ift81	694
Ift88	297
Igbp1	1266
Igbp1b	0
Igdcc3	3
Igdcc4	286
Igf1	2190
Igf1r	1303
Igf2	286
Igf2bp1	26
Igf2bp2	197
Igf2bp3	110
Igf2r	8988
Igfals	212
Igfbp1	0
Igfbp2	25
Igfbp3	981
Igfbp4	4462
Igfbp5	9378
Igfbp6	635
Igfbp7	4912
Igfbpl1	4
Igfl3	0
Igflr1	35
Igfn1	49
Igha	5537
Ighd	32
Ighd1-1	0
Ighd2-3	0
Ighd2-4	0
Ighd2-5	0
Ighd2-6	0
Ighd2-7	0
Ighd2-8	0
Ighd3-1	0
Ighd3-2	0
Ighd4-1	0
Ighd5-1	0
Ighd5-2	0
Ighd5-3	0
Ighd5-4	0
Ighd5-5	0
Ighd5-6	0
Ighd5-7	0
Ighd5-8	0
Ighd6-1	0
Ighd6-2	0
Ighe	0
Ighg1	21
Ighg2b	433
Ighg2c	693
Ighg3	47
Ighj1	0
Ighj2	0
Ighj3	0
Ighj4	0
Ighm	4955
Ighmbp2	230
Ighv1-1	0
Ighv1-10	0
Ighv1-11	29
Ighv1-12	4
Ighv1-13	0
Ighv1-14	23
Ighv1-15	5
Ighv1-16	0
Ighv1-17	0
Ighv1-17-1	0
Ighv1-18	26
Ighv1-19	27
Ighv1-19-1	0
Ighv1-2	0
Ighv1-20	0
Ighv1-21	0
Ighv1-21-1	0
Ighv1-22	3
Ighv1-23	0
Ighv1-24	0
Ighv1-25	3
Ighv1-26	64
Ighv1-27	0
Ighv1-28	2
Ighv1-29	0
Ighv1-3	0
Ighv1-30	0
Ighv1-31	14
Ighv1-32	0
Ighv1-33	2
Ighv1-34	4
Ighv1-35	0
Ighv1-36	3
Ighv1-37	0
Ighv1-38	0
Ighv1-39	2
Ighv1-4	2
Ighv1-40	0
Ighv1-41	0
Ighv1-42	5
Ighv1-43	0
Ighv1-44	0
Ighv1-45	0
Ighv1-46	2
Ighv1-47	5
Ighv1-48	0
Ighv1-49	0
Ighv1-5	2
Ighv1-50	3
Ighv1-51	0
Ighv1-52	0
Ighv1-53	44
Ighv1-54	15
Ighv1-55	33
Ighv1-56	1
Ighv1-57	1
Ighv1-58	32
Ighv1-59	6
Ighv1-6	0
Ighv1-60	0
Ighv1-61	1
Ighv1-62	0
Ighv1-62-1	0
Ighv1-62-2	3
Ighv1-62-3	0
Ighv1-63	6
Ighv1-64	62
Ighv1-65	0
Ighv1-66	3
Ighv1-67	1
Ighv1-68	0
Ighv1-69	1
Ighv1-7	13
Ighv1-70	0
Ighv1-71	12
Ighv1-72	50
Ighv1-73	0
Ighv1-74	10
Ighv1-75	24
Ighv1-76	4
Ighv1-77	6
Ighv1-78	45
Ighv1-79	0
Ighv1-8	1
Ighv1-80	42
Ighv1-81	195
Ighv1-82	27
Ighv1-83	0
Ighv1-84	0
Ighv1-85	11
Ighv1-86	0
Ighv1-9	6
Ighv10-1	13
Ighv10-2	0
Ighv10-3	5
Ighv10-4	0
Ighv11-1	0
Ighv11-2	2
Ighv12-1	0
Ighv12-2	0
Ighv12-3	2
Ighv13-1	0
Ighv13-2	1
Ighv14-1	20
Ighv14-2	9
Ighv14-3	3
Ighv14-4	4
Ighv15-1	0
Ighv15-2	0
Ighv16-1	0
Ighv2-1	0
Ighv2-2	39
Ighv2-3	3
Ighv2-4	2
Ighv2-5	3
Ighv2-6	0
Ighv2-6-8	3
Ighv2-7	0
Ighv2-8	0
Ighv2-9	0
Ighv2-9-1	1
Ighv3-1	0
Ighv3-2	0
Ighv3-3	0
Ighv3-4	0
Ighv3-5	0
Ighv3-6	36
Ighv3-7	0
Ighv3-8	4
Ighv4-1	9
Ighv4-2	0
Ighv5-1	0
Ighv5-10	0
Ighv5-11	0
Ighv5-12	3
Ighv5-12-4	0
Ighv5-13	0
Ighv5-15	0
Ighv5-16	18
Ighv5-17	13
Ighv5-18	0
Ighv5-19	0
Ighv5-2	0
Ighv5-21	0
Ighv5-3	0
Ighv5-4	4
Ighv5-5	0
Ighv5-6	3
Ighv5-7	0
Ighv5-8	0
Ighv5-9	23
Ighv5-9-1	5
Ighv6-1	0
Ighv6-2	0
Ighv6-3	9
Ighv6-4	2
Ighv6-5	1
Ighv6-6	6
Ighv6-7	0
Ighv7-1	1
Ighv7-2	0
Ighv7-3	1
Ighv7-4	0
Ighv8-1	0
Ighv8-10	0
Ighv8-11	0
Ighv8-12	8
Ighv8-13	2
Ighv8-14	0
Ighv8-15	0
Ighv8-16	0
Ighv8-2	0
Ighv8-3	0
Ighv8-4	0
Ighv8-5	0
Ighv8-6	0
Ighv8-7	0
Ighv8-8	10
Ighv8-9	0
Ighv9-1	5
Ighv9-2	0
Ighv9-3	61
Ighv9-4	0
Igip	190
Igkc	2971
Igkj1	0
Igkj2	0
Igkj3	0
Igkj4	0
Igkj5	0
Igkv1-108	0
Igkv1-110	246
Igkv1-115	0
Igkv1-117	220
Igkv1-122	0
Igkv1-131	0
Igkv1-132	7
Igkv1-133	0
Igkv1-135	9
Igkv1-136	0
Igkv1-35	0
Igkv1-88	1
Igkv1-99	2
Igkv10-94	9
Igkv10-95	0
Igkv10-96	48
Igkv11-106	0
Igkv11-114	0
Igkv11-118	0
Igkv11-125	0
Igkv12-38	1
Igkv12-40	1
Igkv12-41	1
Igkv12-42	0
Igkv12-44	18
Igkv12-46	13
Igkv12-47	0
Igkv12-49	0
Igkv12-66	0
Igkv12-67	0
Igkv12-89	1
Igkv12-98	1
Igkv13-54-1	0
Igkv13-55-1	0
Igkv13-56-1	0
Igkv13-57-1	0
Igkv13-57-2	0
Igkv13-61-1	0
Igkv13-62-1	0
Igkv13-64	0
Igkv13-71-1	0
Igkv13-73-1	0
Igkv13-74-1	0
Igkv13-76	0
Igkv13-78-1	0
Igkv13-80-1	0
Igkv13-82	0
Igkv13-84	4
Igkv13-85	2
Igkv13-87	0
Igkv14-100	3
Igkv14-111	25
Igkv14-118-1	0
Igkv14-118-2	0
Igkv14-126	4
Igkv14-126-1	0
Igkv14-130	0
Igkv14-134-1	0
Igkv15-101	0
Igkv15-101-1	0
Igkv15-102	0
Igkv15-103	13
Igkv15-97	0
Igkv16-104	8
Igkv17-121	2
Igkv17-127	2
Igkv17-134	0
Igkv18-36	0
Igkv19-93	19
Igkv2-105	0
Igkv2-107	0
Igkv2-109	0
Igkv2-112	0
Igkv2-113	0
Igkv2-116	3
Igkv2-137	12
Igkv2-93-1	0
Igkv2-95-1	0
Igkv2-95-2	0
Igkv20-101-2	0
Igkv3-1	2
Igkv3-10	1
Igkv3-11	1
Igkv3-12	7
Igkv3-12-1	0
Igkv3-2	27
Igkv3-3	0
Igkv3-4	40
Igkv3-5	79
Igkv3-6	0
Igkv3-7	5
Igkv3-8	0
Igkv3-9	0
Igkv4-50	2
Igkv4-51	1
Igkv4-53	10
Igkv4-54	0
Igkv4-55	28
Igkv4-56	0
Igkv4-57	25
Igkv4-57-1	77
Igkv4-58	0
Igkv4-59	3
Igkv4-60	0
Igkv4-61	14
Igkv4-62	0
Igkv4-63	1
Igkv4-65	0
Igkv4-68	8
Igkv4-69	0
Igkv4-70	0
Igkv4-71	0
Igkv4-72	7
Igkv4-73	0
Igkv4-74	12
Igkv4-75	0
Igkv4-77	0
Igkv4-78	0
Igkv4-79	1
Igkv4-80	1
Igkv4-81	0
Igkv4-83	0
Igkv4-86	0
Igkv4-90	6
Igkv4-91	32
Igkv4-92	1
Igkv5-37	0
Igkv5-39	0
Igkv5-40-1	0
Igkv5-43	18
Igkv5-45	0
Igkv5-48	6
Igkv6-13	0
Igkv6-14	3
Igkv6-15	87
Igkv6-17	16
Igkv6-20	27
Igkv6-23	35
Igkv6-25	21
Igkv6-29	0
Igkv6-32	29
Igkv7-33	0
Igkv8-16	18
Igkv8-18	2
Igkv8-19	1
Igkv8-21	0
Igkv8-22	1
Igkv8-24	7
Igkv8-26	0
Igkv8-27	4
Igkv8-28	30
Igkv8-30	31
Igkv8-31	0
Igkv8-34	0
Igkv9-119	0
Igkv9-120	47
Igkv9-123	0
Igkv9-124	9
Igkv9-128	0
Igkv9-129	0
Iglc1	57
Iglc2	39
Iglc3	17
Iglc4	0
Iglj1	0
Iglj2	0
Iglj3	0
Iglj3p	0
Iglj4	0
Igll1	1
Iglon5	84
Iglv1	47
Iglv2	1
Iglv3	14
Igsf1	13
Igsf10	869
Igsf11	112
Igsf21	111
Igsf23	1
Igsf3	417
Igsf5	15
Igsf6	344
Igsf8	698
Igsf9	158
Igsf9b	27
Igtp	1802
Ihh	1
Iigp1	2539
Ik	1848
Ikbip	586
Ikbkap	1059
Ikbkb	1782
Ikbke	666
Ikbkg	2263
Ikzf1	623
Ikzf2	1065
Ikzf3	263
Ikzf4	36
Ikzf5	635
Il10	12
Il10ra	1151
Il10rb	948
Il11	30
Il11ra1	1158
Il11ra2	0
Il12a	7
Il12b	23
Il12rb1	69
Il12rb2	29
Il13	3
Il13ra1	324
Il13ra2	5
Il15	205
Il15ra	777
Il16	830
Il17a	0
Il17b	6
Il17c	4
Il17d	54
Il17f	72
Il17ra	796
Il17rb	44
Il17rc	759
Il17rd	493
Il17re	96
Il18	22
Il18bp	481
Il18r1	353
Il18rap	294
Il19	0
Il1a	14
Il1b	36
Il1f10	0
Il1f5	0
Il1f6	0
Il1f8	0
Il1f9	86
Il1r1	1008
Il1r2	16
Il1rap	301
Il1rapl1	3
Il1rapl2	23
Il1rl1	182
Il1rl2	358
Il1rn	287
Il2	1
Il20	0
Il20ra	0
Il20rb	79
Il21	7
Il21r	220
Il22	0
Il22ra1	0
Il22ra2	0
Il23a	3
Il23r	10
Il24	0
Il25	0
Il27	12
Il27ra	136
Il2ra	143
Il2rb	590
Il2rg	471
Il3	0
Il31	0
Il31ra	11
Il33	303
Il34	164
Il3ra	227
Il4	5
Il4i1	66
Il4ra	1365
Il5	9
Il5ra	170
Il6	5
Il6ra	785
Il6st	8297
Il7	90
Il7r	504
Il9	0
Il9r	43
Ildr1	76
Ildr2	122
Ilf2	959
Ilf3	1014
Ilk	3182
Ilkap	1253
Iltifb	0
Ilvbl	836
Immp1l	566
Immp2l	637
Immt	12355
Imp3	560
Imp4	972
Impa1	921
Impa2	1126
Impact	1496
Impad1	3879
Impdh1	3456
Impdh2	747
Impg1	8
Impg2	60
Ina	1
Inadl	432
Inafm1	497
Inca1	185
Incenp	213
Inf2	912
Ing1	416
Ing2	315
Ing3	482
Ing4	1548
Ing5	631
Inha	27
Inhba	11
Inhbb	733
Inhbc	0
Inhbe	0
Inip	471
Inmt	484
Ino80	1379
Ino80b	320
Ino80c	829
Ino80d	2647
Ino80e	567
Inpp1	927
Inpp4a	1007
Inpp4b	1268
Inpp5a	1122
Inpp5b	680
Inpp5d	1133
Inpp5e	662
Inpp5f	996
Inpp5j	22
Inpp5k	1216
Inppl1	3781
Ins1	0
Ins2	1
Insc	34
Insig1	14933
Insig2	757
Insl3	83
Insl5	0
Insl6	22
Insm1	5
Insm2	7
Insr	5253
Insrr	79
Ints1	2101
Ints10	846
Ints12	334
Ints2	837
Ints3	1376
Ints4	1218
Ints5	395
Ints6	1205
Ints7	1007
Ints8	793
Ints9	233
Intu	412
Invs	693
Ip6k1	3465
Ip6k2	490
Ip6k3	54
Ipcef1	253
Ipmk	699
Ipo11	1131
Ipo13	1328
Ipo4	1101
Ipo5	3417
Ipo7	4334
Ipo8	2354
Ipo9	2708
Ipp	256
Ippk	410
Iqca	2
Iqcb1	284
Iqcc	318
Iqcd	8
Iqce	403
Iqcf1	0
Iqcf3	0
Iqcf4	0
Iqcf5	0
Iqcf6	0
Iqcg	65
Iqch	27
Iqcj	1
Iqck	73
Iqgap1	9997
Iqgap2	749
Iqgap3	137
Iqsec1	4124
Iqsec2	1001
Iqsec3	154
Iqub	0
Irak1	1943
Irak1bp1	197
Irak2	1802
Irak3	401
Irak4	489
Ireb2	1644
Irf1	1733
Irf2	760
Irf2bp1	580
Irf2bp2	4114
Irf2bpl	1005
Irf3	1269
Irf4	1477
Irf5	669
Irf6	252
Irf7	4927
Irf8	1162
Irf9	1281
Irgc1	1
Irgm1	1450
Irgm2	1691
Irgq	1696
Irs1	4551
Irs2	4851
Irs3	516
Irs4	0
Irx1	152
Irx2	245
Irx3	203
Irx3os	12
Irx4	29
Irx5	157
Irx6	2
Isca1	4772
Isca2	980
Iscu	3279
Isg15	385
Isg20	215
Isg20l2	480
Isl1	1
Isl2	2
Islr	765
Islr2	37
Ism1	100
Ism2	7
Isoc1	2238
Isoc2a	1021
Isoc2b	356
Ispd	95
Ist1	2053
Isx	0
Isy1	908
Isyna1	856
Itch	2466
Itfg1	2510
Itfg2	483
Itga1	3363
Itga10	91
Itga11	268
Itga2	98
Itga2b	124
Itga3	522
Itga4	2385
Itga5	563
Itga6	5300
Itga7	2037
Itga8	292
Itga9	582
Itgad	26
Itgae	69
Itgal	528
Itgam	980
Itgav	2489
Itgax	744
Itgb1	9661
Itgb1bp1	692
Itgb1bp2	608
Itgb2	2229
Itgb2l	11
Itgb3	363
Itgb3bp	120
Itgb4	359
Itgb5	2978
Itgb6	411
Itgb7	465
Itgb8	259
Itgbl1	89
Itih1	6
Itih2	155
Itih3	7
Itih4	61
Itih5	11816
Itih5l-ps	31
Itk	281
Itln1	0
Itm2a	420
Itm2b	20651
Itm2c	3019
Itpa	671
Itpa-ps1	44
Itpa-ps2	0
Itpa-ps3	0
Itpk1	2892
Itpka	168
Itpkb	4783
Itpkc	288
Itpr1	10108
Itpr2	7870
Itpr3	965
Itpripl1	437
Itpripl2	2687
Itsn1	2837
Itsn2	2663
Ivd	4543
Ivl	3
Ivns1abp	5368
Iws1	1684
Iyd	1
Izumo1	36
Izumo1r	27
Izumo2	0
Izumo3	0
Izumo4	85
Jade1	2546
Jade2	1011
Jade3	276
Jag1	1450
Jag2	652
Jagn1	493
Jak1	5586
Jak2	1939
Jak3	1491
Jakmip1	202
Jakmip2	1
Jakmip3	18
Jam2	2010
Jam3	393
Jarid2	1673
Jazf1	165
Jchain	1364
Jdp2	317
Jhy	0
Jkamp	623
Jmjd1c	3877
Jmjd4	539
Jmjd6	942
Jmjd7	98
Jmjd8	1016
Jmy	1701
Josd1	1525
Josd2	531
Jph1	1042
Jph2	1870
Jph3	20
Jph4	28
Jrk	233
Jrkl	225
Jsrp1	695
Jtb	959
Jun	2831
Junb	1873
Jund	2803
Jup	1665
K230010J24Rik	39
Kalrn	762
Kank1	1722
Kank2	2388
Kank3	1267
Kank4	78
Kansl1	2199
Kansl1l	1059
Kansl2	1668
Kansl2-ps	0
Kansl3	2093
Kap	0
Kars	1767
Kars-ps1	0
Kat2a	379
Kat2b	2530
Kat2b-ps	1
Kat5	571
Kat6a	2676
Kat6b	1317
Kat6b-ps1	5
Kat6b-ps2	1
Kat7	1575
Kat8	522
Katna1	847
Katnal1	745
Katnal2	62
Katnb1	319
Katnbl1	323
Kazald1	182
Kazn	186
Kbtbd11	2518
Kbtbd12	207
Kbtbd13	196
Kbtbd2	1561
Kbtbd3	80
Kbtbd4	657
Kbtbd6	10
Kbtbd7	376
Kbtbd8	87
Kcmf1	3063
Kcna1	564
Kcna10	0
Kcna2	1011
Kcna3	91
Kcna4	7
Kcna5	408
Kcna6	246
Kcna7	412
Kcnab1	116
Kcnab2	307
Kcnab3	71
Kcnb1	6199
Kcnb2	41
Kcnc1	135
Kcnc2	107
Kcnc3	6
Kcnc4	165
Kcnd1	35
Kcnd2	16
Kcnd3	101
Kcne1	0
Kcne1l	12
Kcne2	2
Kcne3	13
Kcne4	209
Kcnf1	13
Kcng1	1
Kcng2	21
Kcng3	9
Kcng4	104
Kcnh1	115
Kcnh2	42
Kcnh3	6
Kcnh4	28
Kcnh5	0
Kcnh6	6
Kcnh7	116
Kcnh8	10
Kcnip1	13
Kcnip2	10
Kcnip3	63
Kcnip4	63
Kcnj1	2
Kcnj10	40
Kcnj11	568
Kcnj12	174
Kcnj13	63
Kcnj14	85
Kcnj15	760
Kcnj16	19
Kcnj2	1005
Kcnj3	5
Kcnj4	0
Kcnj5	11
Kcnj6	0
Kcnj8	655
Kcnj9	3
Kcnk1	53
Kcnk10	1
Kcnk12	0
Kcnk13	56
Kcnk15	3
Kcnk16	2
Kcnk18	0
Kcnk2	66
Kcnk3	7728
Kcnk4	24
Kcnk5	166
Kcnk6	375
Kcnk7	18
Kcnk9	0
Kcnma1	360
Kcnmb1	65
Kcnmb2	0
Kcnmb3	4
Kcnmb4	31
Kcnn1	279
Kcnn2	75
Kcnn3	142
Kcnn4	341
Kcnq1	75
Kcnq2	48
Kcnq3	124
Kcnq4	351
Kcnq5	373
Kcnrg	34
Kcns1	6
Kcns2	1
Kcns3	103
Kcnt1	13
Kcnt2	53
Kcnu1	8
Kcnv1	0
Kcnv2	9
Kcp	273
Kctd1	230
Kctd10	1777
Kctd11	271
Kctd12	4732
Kctd12b	1185
Kctd13	245
Kctd14	51
Kctd15	363
Kctd16	2
Kctd17	743
Kctd18	683
Kctd19	18
Kctd2	890
Kctd20	1714
Kctd21	269
Kctd3	1420
Kctd4	96
Kctd5	477
Kctd6	493
Kctd7	202
Kctd8	1
Kctd9	753
Kdelc1	231
Kdelc2	464
Kdelr1	1692
Kdelr2	1029
Kdelr3	117
Kdf1	23
Kdm1a	1134
Kdm1b	695
Kdm2a	3752
Kdm2b	687
Kdm3a	1270
Kdm3b	2046
Kdm4a	1868
Kdm4b	942
Kdm4c	1028
Kdm4d	18
Kdm4dl	0
Kdm5a	3462
Kdm5b	1837
Kdm5c	5153
Kdm5d	981
Kdm6a	2232
Kdm6b	969
Kdm7a	3409
Kdm8	137
Kdr	5445
Kdsr	1857
Keap1	2087
Keg1	0
Kel	1
Kera	9
Khdc1a	6
Khdc1b	6
Khdc1c	0
Khdc3	6
Khdrbs1	1536
Khdrbs2	124
Khdrbs3	694
Khk	417
Khnyn	915
Khsrp	1527
Kidins220	3449
Kif11	186
Kif12	0
Kif13a	1886
Kif13b	2142
Kif14	99
Kif15	97
Kif16b	1872
Kif17	12
Kif18a	100
Kif18b	30
Kif19a	74
Kif1a	145
Kif1b	14783
Kif1bp	879
Kif1c	9357
Kif20a	112
Kif20b	142
Kif21a	941
Kif21b	893
Kif22	105
Kif22-ps	0
Kif23	84
Kif24	664
Kif26a	740
Kif26b	46
Kif27	19
Kif2a	797
Kif2b	0
Kif2c	36
Kif3a	646
Kif3b	1067
Kif3c	760
Kif4	55
Kif4-ps	0
Kif5a	109
Kif5b	5950
Kif5c	217
Kif6	9
Kif7	221
Kif9	87
Kifap3	997
Kifc1	47
Kifc2	267
Kifc3	1055
Kifc5b	38
Kifc5c-ps	0
Kin	310
Kir3dl1	0
Kir3dl2	0
Kirrel	1084
Kirrel2	0
Kirrel3	54
Kiss1	0
Kiss1r	60
Kit	1799
Kitl	2267
Kiz	694
Kl	72
Klb	1944
Klc1	1754
Klc2	959
Klc3	84
Klc4	840
Klf1	3
Klf10	1930
Klf11	772
Klf12	52
Klf13	2182
Klf14	3
Klf15	613
Klf16	298
Klf17	3
Klf2	1263
Klf3	2033
Klf4	1015
Klf5	29
Klf6	3844
Klf7	1504
Klf8	59
Klf9	3516
Klhdc1	304
Klhdc10	2524
Klhdc2	1710
Klhdc3	602
Klhdc4	586
Klhdc7a	10915
Klhdc7b	0
Klhdc8a	9
Klhdc8b	401
Klhdc9	24
Klhl1	1
Klhl10	16
Klhl11	525
Klhl12	834
Klhl13	413
Klhl14	4
Klhl15	436
Klhl17	750
Klhl18	532
Klhl2	715
Klhl20	1297
Klhl21	1599
Klhl22	972
Klhl23	285
Klhl24	6522
Klhl25	385
Klhl26	922
Klhl28	430
Klhl29	118
Klhl3	68
Klhl30	264
Klhl31	3924
Klhl32	92
Klhl33	192
Klhl34	164
Klhl35	32
Klhl36	266
Klhl38	229
Klhl4	246
Klhl40	608
Klhl41	2917
Klhl42	959
Klhl5	1245
Klhl6	200
Klhl7	1098
Klhl8	409
Klhl9	3200
Klk1	7
Klk10	10
Klk11	7
Klk12	4
Klk13	3
Klk14	2
Klk15	0
Klk1b1	0
Klk1b10-ps	1
Klk1b11	1
Klk1b12-ps	0
Klk1b14-ps	0
Klk1b15-ps	0
Klk1b16	0
Klk1b18-ps	0
Klk1b19-ps	0
Klk1b2-ps	0
Klk1b21	0
Klk1b22	0
Klk1b23-ps	0
Klk1b24	0
Klk1b26	0
Klk1b27	1
Klk1b28-ps	0
Klk1b3	0
Klk1b4	0
Klk1b5	0
Klk1b7-ps	0
Klk1b8	0
Klk1b9	0
Klk2-ps	0
Klk4	0
Klk5	0
Klk6	0
Klk7	3
Klk8	42
Klk9	11
Klkb1	51
Klra1	11
Klra10	1
Klra11-ps	1
Klra13-ps	69
Klra14-ps	17
Klra17	10
Klra2	67
Klra3	37
Klra4	59
Klra5	2
Klra6	4
Klra7	46
Klra8	83
Klra9	39
Klrb1	0
Klrb1-ps1	1
Klrb1a	5
Klrb1b	40
Klrb1c	66
Klrb1f	34
Klrc1	44
Klrc2	102
Klrc3	9
Klrd1	64
Klre1	110
Klrg1	23
Klrg2	67
Klri1	17
Klri2	88
Klrk1	306
Kmo	129
Kmt2a	2886
Kmt2b	1340
Kmt2c	6471
Kmt2d	4317
Kmt2e	3397
Kmt5a	2889
Kncn	0
Kndc1	9
Kng1	132
Kng2	1782
Knop1	1311
Knstrn	60
Kntc1	64
Kpna1	2422
Kpna2	624
Kpna2-ps	4
Kpna3	1673
Kpna4	3748
Kpna6	3739
Kpna7	0
Kpnb1	4821
Kprp	0
Kptn	395
Kras	969
Krba1	871
Krcc1	1591
Kremen1	1136
Kremen2	39
Kri1	515
Krit1	3820
Krr1	910
Krt1	0
Krt10	41
Krt12	5
Krt13	0
Krt14	189
Krt15	76
Krt16	0
Krt17	81
Krt18	1029
Krt19	1647
Krt2	0
Krt20	2
Krt222	66
Krt23	13
Krt24	0
Krt25	3
Krt26	34
Krt27	0
Krt28	5
Krt31	0
Krt32	0
Krt33a	0
Krt33b	0
Krt34	0
Krt35	25
Krt36	34
Krt39	0
Krt4	9
Krt40	0
Krt42	0
Krt5	149
Krt6a	10
Krt6b	0
Krt7	520
Krt71	2
Krt72	0
Krt73	0
Krt74	0
Krt75	0
Krt76	1
Krt77	2
Krt78	10
Krt79	165
Krt8	1108
Krt8-ps	0
Krt80	161
Krt81	0
Krt82	2
Krt83	2
Krt84	0
Krt86	0
Krt87	2
Krt88	0
Krt9	0
Krt90	0
Krtap1-3	0
Krtap1-4	0
Krtap1-5	0
Krtap10-4	0
Krtap11-1	0
Krtap12-1	0
Krtap13	0
Krtap13-1	0
Krtap14	0
Krtap15	0
Krtap16-1	0
Krtap16-3	0
Krtap17-1	0
Krtap19-1	0
Krtap19-2	0
Krtap19-3	0
Krtap19-4	0
Krtap19-5	0
Krtap19-9a	0
Krtap19-9b	0
Krtap2-4	0
Krtap20-2	0
Krtap21-1	0
Krtap22-2	0
Krtap24-1	0
Krtap26-1	0
Krtap27-1	0
Krtap28-13	1
Krtap29-1	0
Krtap3-1	0
Krtap3-2	3
Krtap3-3	0
Krtap31-1	0
Krtap31-2	0
Krtap4-1	0
Krtap4-13	0
Krtap4-16	0
Krtap4-2	0
Krtap4-6	0
Krtap4-7	0
Krtap4-8	0
Krtap4-9	0
Krtap5-1	0
Krtap5-2	0
Krtap5-3	0
Krtap5-4	0
Krtap5-5	0
Krtap6-1	0
Krtap6-2	0
Krtap6-3	0
Krtap6-5	0
Krtap7-1	0
Krtap8-1	0
Krtap9-1	0
Krtap9-3	0
Krtap9-5	0
Krtcap2	493
Krtcap3	127
Krtdap	2
Ksr1	967
Ksr2	111
Kti12	297
Ktn1	2742
Kxd1	1351
Ky	202
Kynu	62
L1cam	315
L1td1	1
L2hgdh	840
L3hypdh	674
L3mbtl1	2
L3mbtl2	580
L3mbtl3	559
L3mbtl4	0
Lacc1	591
Lace1	1765
Lactb	597
Lactb2	3150
Lactbl1	1
Lad1	60
Lag3	212
Lage3	434
Lair1	589
Lalba	3
Lama1	122
Lama2	2434
Lama3	469
Lama4	8191
Lama5	2036
Lamb1	4522
Lamb2	4568
Lamb3	310
Lamc1	8618
Lamc2	216
Lamc3	1052
Lamp1	20787
Lamp2	6348
Lamp3	0
Lamp5	2
Lamr1-ps1	0
Lamtor1	2106
Lamtor2	866
Lamtor3	922
Lamtor4	947
Lamtor5	650
Lancl1	885
Lancl2	482
Lancl3	19
Lao1	0
Lap3	1931
Laptm4a	7865
Laptm4b	1570
Laptm5	2631
Large	1360
Larp1	3240
Larp1b	1414
Larp4	3460
Larp4b	3663
Larp6	53
Larp7	401
Lars	1779
Lars2	8124
Las1l	939
Lasp1	3706
Lat	144
Lat2	379
Lats1	2331
Lats2	1810
Lax1	116
Layn	116
Lbh	1019
Lbhd1	143
Lbp	775
Lbr	1003
Lbx1	84
Lbx2	5
Lca5	61
Lca5l	64
Lcat	39
Lce1a1	0
Lce1a2	0
Lce1b	0
Lce1c	0
Lce1d	0
Lce1e	0
Lce1f	0
Lce1g	0
Lce1h	0
Lce1i	0
Lce1j	0
Lce1k	0
Lce1l	0
Lce1m	0
Lce3a	0
Lce3b	0
Lce3c	0
Lce3d	0
Lce3e	0
Lce3f	0
Lce6a	1
Lck	215
Lclat1	873
Lcmt1	533
Lcmt2	264
Lcn10	0
Lcn11	0
Lcn12	0
Lcn2	311
Lcn3	0
Lcn4	2
Lcn5	0
Lcn6	0
Lcn8	0
Lcn9	0
Lcor	1068
Lcorl	1053
Lcp1	4511
Lcp2	480
Lct	8
Lctl	4480
Ldah	1199
Ldb1	1368
Ldb2	231
Ldb3	3517
Ldha	36053
Ldha-ps	0
Ldha-ps2	2
Ldhal6b	17
Ldhb	6716
Ldhc	1
Ldhd	2338
Ldlr	1735
Ldlrad1	6
Ldlrad2	8
Ldlrad3	621
Ldlrad4	570
Ldlrap1	1160
Ldoc1	1
Ldoc1l	118
Leap2	12
Lect1	23
Lect2	0
Lef1	158
Lefty1	20
Lefty2	6
Lekr1	118
Lelp1	0
Lemd1	14
Lemd2	1130
Lemd3	1062
Lenep	4
Leng1	514
Leng8	4476
Leng9	170
Leo1	577
Lep	3239
Lepr	135
Leprot	1182
Leprotl1	872
Letm1	6056
Letm2	352
Letmd1	10232
Lexm	0
Lfng	1150
Lgals1	7092
Lgals1-ps1	0
Lgals1-ps2	0
Lgals12	2273
Lgals2	25
Lgals3	7076
Lgals3bp	10926
Lgals4	312
Lgals7	19
Lgals8	1587
Lgals9	2727
Lgalsl	1531
Lgi1	226
Lgi2	249
Lgi3	60
Lgi4	416
Lgmn	3570
Lgr4	1118
Lgr5	99
Lgr6	1029
Lgsn	0
Lhb	2
Lhcgr	2
Lhfp	522
Lhfpl1	1
Lhfpl2	1599
Lhfpl3	14
Lhfpl4	189
Lhfpl5	2
Lhpp	322
Lhx1	0
Lhx2	3
Lhx3	0
Lhx4	9
Lhx5	21
Lhx6	100
Lhx8	142
Lhx9	6
Lias	1462
Lif	39
Lifr	4103
Lig1	162
Lig3	944
Lig4	189
Lilr4b	1054
Lilra5	35
Lilra6	29
Lilrb4a	839
Lim2	0
Lima1	1833
Limch1	1597
Limd1	2781
Limd2	774
Lime1	242
Limk1	453
Limk2	877
Lims1	2648
Lims2	1523
Lin28a	0
Lin28b	1
Lin37	157
Lin52	319
Lin54	441
Lin7a	138
Lin7b	16
Lin7c	1717
Lin9	229
Lingo1	53
Lingo2	3
Lingo3	52
Lingo4	46
Lins1	217
Lipa	8457
Lipc	13
Lipe	26974
Lipf	2
Lipg	319
Liph	54
